cnpj_basico,cnae_mais_frequente,cnae_descricao,n_estabelecimentos_encontrados,n_cnaes_distintos
27535996,4399104,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,19,7
30194450,4930203,Transporte rodoviário de produtos perigosos,3,2
33197187,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",3,1
01071353,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
53309845,4622200,Comércio atacadista de soja,36,9
86532538,2349499,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente,60,14
42540211,3511501,Geração de energia elétrica,10,2
42934489,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",18,2
45992724,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",26,4
52134798,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",21,3
57497539,2211100,Fabricação de pneumáticos e de câmaras-de-ar,55,12
58551243,0132600,Cultivo de uva,7,3
20292256,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
61079232,2031200,Fabricação de resinas termoplásticas,14,6
61550497,4211101,Construção de rodovias e ferrovias,37,3
61563557,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",68,7
66607219,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,3,3
68979111,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",16,2
01082569,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",2,1
07037123,3811400,Coleta de resíduos não-perigosos,12,2
03222609,1322700,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",2,2
42509257,0729404,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",10,3
61215364,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",6,3
24606519,5211701,Armazéns gerais - emissão de warrant,3,2
07532851,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",1,1
52311289,2833000,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",3,2
06176339,1749400,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",5,2
78388402,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",7,3
06789311,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,2
04900868,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
00747897,4312600,Perfurações e sondagens,17,4
03433003,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,3
00990842,2431800,Produção de tubos de aço com costura,3,1
15542095,4681801,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re",9,5
09184119,2330302,Fabricação de artefatos de cimento para uso na construção,1,1
02957104,4632002,"Comércio atacadista de farinhas, amidos e féculas",15,5
01759112,5211701,Armazéns gerais - emissão de warrant,28,1
12407691,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",18,4
10965693,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",57,4
13631347,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",28,4
13807082,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
14854559,4930203,Transporte rodoviário de produtos perigosos,4,2
03006548,4221903,Manutenção de redes de distribuição de energia elétrica,22,7
17332857,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",2,1
17587351,1052000,Fabricação de laticínios,2,2
05832555,0133405,Cultivo de coco-da-baía,7,3
13778827,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
13841647,5250804,Organização logística do transporte de carga,8,2
70176425,8299701,"Medição de consumo de energia elétrica, gás e água",14,5
07322382,1932200,"Fabricação de biocombustíveis, exceto álcool",19,3
12684651,0311602,Pesca de crustáceos e moluscos em água salgada,1,1
22399702,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
02939124,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",7,1
00670232,4110700,Incorporação de empreendimentos imobiliários,7,5
13051611,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",5,1
73194615,0810006,"Extração de areia, cascalho ou pedregulho e beneficiamento associado",5,4
20862617,4722902,Peixaria,1,1
18097503,2330302,Fabricação de artefatos de cimento para uso na construção,1,1
28720522,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",3,2
26762312,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
61683652,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",12,1
05950799,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",10,2
28122878,0141501,"Produção de sementes certificadas, exceto de forrageiras para pasto",1,1
65744138,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",16,2
10444161,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,6,2
14707364,4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças",15,6
03710040,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,1
13520755,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
40331592,5030102,Navegação de apoio portuário,1,1
40829988,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",6,2
09122002,8211300,Serviços combinados de escritório e apoio administrativo,2,2
18018381,4924800,Transporte escolar,5,1
04506123,1020101,"Preservação de peixes, crustáceos e moluscos",19,8
05855974,2099199,Fabricação de outros produtos químicos não especificados anteriormente,6,3
09642280,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,5,1
08720365,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
01831822,4120400,Construção de edifícios,2,2
10307895,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",27,1
40181203,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",5,1
72071541,4679699,Comércio atacadista de materiais de construção em geral,8,5
22369569,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,5,1
21933935,0210107,Extração de madeira em florestas plantadas,6,2
02498705,3831901,Recuperação de sucatas de alumínio,4,1
34705080,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",4,1
03169677,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,1
61090089,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
01090465,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",3,1
44801942,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",21,2
00000016,8219901,Fotocópias,1,1
00094279,9430800,Atividades de associações de defesa de direitos sociais,1,1
06955557,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",7,2
07277575,1733800,Fabricação de chapas e de embalagens de papelão ondulado,6,2
07933914,2411300,Produção de ferro-gusa,10,4
15115504,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,7,4
04271910,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
25431016,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",4,2
30778013,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",4,2
06088176,3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",1,1
33646969,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",4,1
35972454,0810002,Extração de granito e beneficiamento associado,8,5
42135913,0134200,Cultivo de café,9,3
48748230,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",5,1
50155134,2441502,Produção de laminados de alumínio,10,4
52611571,2391501,"Britamento de pedras, exceto associado à extração",3,2
55973762,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,8,7
76012012,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",1,1
03014234,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",2,1
64324981,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",9,5
07122025,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,2
61693461,2731700,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2,2
07430059,2710402,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",1,1
06291900,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
04193033,1610203,Serrarias com desdobramento de madeira em bruto,5,4
44689768,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",10,2
10640173,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",4,1
09377131,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",2,2
05018123,0230600,Atividades de apoio à produção florestal,12,2
41070889,7911200,Agências de viagens,6,3
13109982,2822402,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",1,1
